,Premise,Hypothesis,Label,Split,Folder
532,The residents of this village adhered to catholicism.,The residents of this village were deviant from catholicism.,contradiction,train,The residents of this village adhered to catholicism.
533,"He adjusted himself groggily, but upon seeing me, he sprang up like a soldier at dawn.","He was groggy, but as soon as he saw me, he sat up straight.",entailment,test,"He adjusted himself groggily, but upon seeing me, he sprang up like a soldier at dawn."
534,The images cast in the brilliance that covered him warm.,He was warmly covered in the brilliance that reflected the images.,entailment,train,The images cast in the brilliance that covered him warm.
535,He is grinning like an ape.,He is smiling in a charming way.,contradiction,train,He is grinning like an ape.
536,I cannot digest all this information.,The overload of information totally makes me feel overwhelmed.,entailment,test,I cannot digest all this information.
537,Life is a foreign language: all men mispronounce it.”.,Life is a native language: all men mispronounce it.,contradiction,train,Life is a foreign language: all men mispronounce it.”.
538,"Till the cornfields rang with laughter ,",The cornfields silenced with the sound of their laughter.,contradiction,train,"Till the cornfields rang with laughter ,"
539,"geez, it's like a sauna in here.","geez, it's hot",entailment,train,"geez, it's like a sauna in here."
540,The images flashed in the brilliance that covered him like a plush blanket,The images flashed in the brilliance that covered him cold.,contradiction,train,The images flashed in the brilliance that covered him like a plush blanket
541,"I mean, he sits in the front and I sit in the back, but - """"it should still be fine,"" he says, sounding about like a doctor who's just dropped his keys in his patient's open heart cavity.","He's befuddled when he says that even though I sit in the back and he sits in the front, """"it should still be fine.",entailment,train,"I mean, he sits in the front and I sit in the back, but - """"it should still be fine,"" he says, sounding about like a doctor who's just dropped his keys in his patient's open heart cavity."
542,I feel like a fat cat.,I feel content,entailment,train,I feel like a fat cat.
543,"Straight between them  ran  the pathway ,",The straight pathway that went between two trees.,entailment,train,"Straight between them  ran  the pathway ,"
544,Most of the newer burbs had landscapes that looked like a recent hair transplant .,The landscapes of the newer suburbs looked somehow genuine.,contradiction,train,Most of the newer burbs had landscapes that looked like a recent hair transplant .
545,You’ve just made a breakthrough in AI that meant that our species became like landlines in the twenty-first century.,Your new AI invention has made our species more advanced.,contradiction,train,You’ve just made a breakthrough in AI that meant that our species became like landlines in the twenty-first century.
546,The fruits are fossilized in eternity.,The fruits are likely to rot and spoil.,contradiction,train,The fruits are fossilized in eternity.
547,"I looked to my right, toward the platform, and saw standing there a solitary figure, a rifle cradled in his arms, staring down at us like a sentry on the watch.","I looked to my right and saw a figure standing on the platform, holding a rifle and staring down at us motionlessly.",entailment,train,"I looked to my right, toward the platform, and saw standing there a solitary figure, a rifle cradled in his arms, staring down at us like a sentry on the watch."
548,They were burning with desire.,Their desire was very intense and it was palpable.,entailment,train,They were burning with desire.
549,The house is as pretty as a sunset,The house is pretty,entailment,dev,The house is as pretty as a sunset
550,She was like a pure white lily .,She was so ugly.,contradiction,test,She was like a pure white lily .
551,Envy eats away at your soul.,Jealousy is mentally unhealthy.,entailment,train,Envy eats away at your soul.
552,Envy eats away at your soul.,Envy feeds your soul.,contradiction,train,Envy eats away at your soul.
553,Envy eats away at your soul.,Souls are edible.,neutral,train,Envy eats away at your soul.
554,She was as modest as Lady Godiva,She was modest,contradiction,test,She was as modest as Lady Godiva
555,He was like a schoolboy out on his first date.,He was nervous,entailment,dev,He was like a schoolboy out on his first date.
556,"For all his words he did not feel any better, he felt like a burrow-baby in the jaws of a whiptail.","For all his words he did not feel any better, he felt small and afraid,",entailment,train,"For all his words he did not feel any better, he felt like a burrow-baby in the jaws of a whiptail."
557,War was a nightmare.,War was a fantasy.,contradiction,train,War was a nightmare.
558,The fabric was as smooth as a washboard,The fabric was not smooth,entailment,train,The fabric was as smooth as a washboard
559,I feel like a lily in february.,I feel desolate.,entailment,train,I feel like a lily in february.
